Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
243,Dean Huijsen,es ESP,DF,Bournemouth,20-026,2005,24.8,1204,1444,83.4,24235,9618,389,437,89.0,644,703,91.6,160,270,59.3,1,2.0,1.5,-1.0,14,146,7,2,116,Matches
244,Omari Hutchinson,eng ENG,"MF,FW",Ipswich Town,21-192,2003,25.7,604,770,78.4,9504,1718,305,345,88.4,255,302,84.4,31,58,53.4,2,2.7,1.8,-0.7,25,44,21,10,71,Matches
245,Rasmus Højlund,dk DEN,FW,Manchester Utd,22-095,2003,19.4,224,292,76.7,2426,446,160,193,82.9,38,53,71.7,4,5,80.0,0,1.3,0.8,-1.3,14,12,5,1,16,Matches
246,Igor,br BRA,DF,Brighton,27-092,1998,10.0,628,682,92.1,11358,3723,248,257,96.5,337,354,95.2,40,56,71.4,0,0.2,0.3,-0.2,1,35,2,1,44,Matches
247,Danny Ings,eng ENG,"FW,MF",West Ham,32-291,1992,3.2,63,92,68.5,830,126,41,49,83.7,19,29,65.5,1,5,20.0,2,1.3,0.1,+0.7,6,4,1,0,5,Matches
248,Tim Iroegbunam,eng ENG,MF,Everton,21-314,2003,6.3,110,153,71.9,1842,589,50,69,72.5,42,50,84.0,13,19,68.4,1,0.2,0.1,+0.8,3,10,1,0,14,Matches
249,Andy Irving,sct SCO,MF,West Ham,24-362,2000,1.8,109,124,87.9,1705,439,61,64,95.3,36,43,83.7,9,9,100.0,0,0.2,0.1,-0.2,1,14,1,1,9,Matches
250,Alexander Isak,se SWE,FW,Newcastle Utd,25-231,1999,28.6,479,643,74.5,6849,1510,285,340,83.8,147,190,77.4,24,38,63.2,6,4.3,3.5,+1.7,41,33,26,1,80,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
251,Alex Iwobi,ng NGA,"FW,MF",Fulham,29-007,1996,31.1,1057,1420,74.4,18132,5331,526,613,85.8,419,539,77.7,93,173,53.8,6,6.9,6.7,-0.9,56,107,78,17,199,Matches
252,Nicolas Jackson,sn SEN,FW,Chelsea,23-324,2001,24.3,300,395,75.9,4031,876,182,223,81.6,89,115,77.4,9,14,64.3,5,4.3,1.9,+0.7,28,22,10,1,37,Matches
253,Reece James,eng ENG,"DF,MF",Chelsea,25-153,1999,9.3,577,682,84.6,10385,3536,266,282,94.3,250,281,89.0,52,100,52.0,0,0.5,0.9,-0.5,10,72,5,1,51,Matches
254,Vitaly Janelt,de GER,MF,Brentford,27-000,1998,25.0,872,1057,82.5,14466,4279,443,489,90.6,344,403,85.4,66,118,55.9,3,2.2,2.4,+0.8,14,78,23,7,80,Matches
255,Vitezslav Jaros,cz CZE,GK,Liverpool,23-291,2001,0.1,6,8,75.0,302,273,0,0,,1,1,100.0,5,7,71.4,0,0.0,0.0,0.0,0,2,0,0,0,Matches
256,Daniel Jebbison,eng ENG,FW,Bournemouth,21-270,2003,0.9,26,32,81.3,232,36,17,19,89.5,1,1,100.0,0,1,0.0,0,0.2,0.1,-0.2,3,1,1,0,3,Matches
257,Mathias Jensen,dk DEN,MF,Brentford,29-129,1996,9.1,342,453,75.5,6291,2265,160,182,87.9,127,161,78.9,44,80,55.0,2,1.6,1.6,+0.4,15,39,18,2,56,Matches
258,Gabriel Jesus,br BRA,FW,Arsenal,28-037,1997,6.8,156,203,76.8,2030,378,103,128,80.5,41,47,87.2,4,6,66.7,0,0.7,0.5,-0.7,8,10,9,1,19,Matches
259,Raúl Jiménez,mx MEX,FW,Fulham,34-005,1991,24.7,423,596,71.0,6367,1438,246,303,81.2,128,175,73.1,30,49,61.2,3,3.2,2.0,-0.2,20,36,10,3,56,Matches
260,Kim Jisoo,kr KOR,DF,Brentford,20-137,2004,0.3,25,28,89.3,552,202,8,9,88.9,11,12,91.7,6,7,85.7,0,0.0,0.0,0.0,0,1,0,0,2,Matches
261,João Pedro,br BRA,"FW,MF",Brighton,23-226,2001,21.6,482,661,72.9,6847,1766,300,381,78.7,133,177,75.1,29,44,65.9,6,5.0,3.1,+1.0,30,42,36,5,78,Matches
262,Joelinton,br BRA,"MF,FW",Newcastle Utd,28-269,1996,26.6,863,1043,82.7,12199,3384,529,603,87.7,277,320,86.6,33,55,60.0,3,2.5,2.3,+0.5,23,80,17,2,116,Matches
263,Ben Johnson,eng ENG,"DF,FW",Ipswich Town,25-106,2000,15.0,296,414,71.5,4812,2035,168,195,86.2,101,135,74.8,24,49,49.0,2,1.3,0.9,+0.7,12,21,3,2,26,Matches
264,Brennan Johnson,wls WAL,FW,Tottenham,23-352,2001,23.1,438,617,71.0,5790,1591,268,333,80.5,140,185,75.7,11,32,34.4,3,2.3,2.0,+0.7,19,25,35,6,70,Matches
265,Sam Johnstone,eng ENG,GK,Wolves,32-046,1993,7.0,184,278,66.2,5548,4270,31,32,96.9,80,82,97.6,72,160,45.0,0,0.0,0.0,0.0,1,6,0,0,0,Matches
266,Curtis Jones,eng ENG,"MF,DF",Liverpool,24-100,2001,17.0,911,976,93.3,13290,2696,524,541,96.9,331,357,92.7,33,44,75.0,3,1.0,1.5,+2.0,19,70,17,0,95,Matches
267,Jorginho,it ITA,MF,Arsenal,33-141,1991,7.8,410,473,86.7,6450,1591,215,235,91.5,167,189,88.4,21,36,58.3,0,0.4,0.6,-0.4,3,44,10,0,48,Matches
268,Diogo Jota,pt POR,FW,Liverpool,28-157,1996,12.8,205,294,69.7,3120,750,109,143,76.2,72,96,75.0,13,21,61.9,3,1.8,1.1,+1.2,11,29,3,1,33,Matches
269,James Justin,eng ENG,DF,Leicester City,27-076,1998,29.7,1093,1404,77.8,16878,5236,567,653,86.8,451,535,84.3,44,126,34.9,1,0.6,0.7,+0.4,13,74,21,7,87,Matches
270,Filip Jørgensen,dk DEN,GK,Chelsea,23-024,2002,6.0,158,189,83.6,2843,1649,64,64,100.0,79,81,97.5,11,40,27.5,0,0.0,0.0,0.0,0,1,0,0,0,Matches
271,Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,25-215,1999,4.3,144,175,82.3,2372,698,73,82,89.0,61,74,82.4,9,14,64.3,0,0.2,0.3,-0.2,5,10,9,4,15,Matches
272,Daichi Kamada,jp JPN,MF,Crystal Palace,28-278,1996,15.8,541,678,79.8,8735,2248,286,325,88.0,213,258,82.6,31,53,58.5,0,1.8,1.4,-1.8,19,42,13,2,80,Matches
273,Boubacar Kamara,fr FRA,MF,Aston Villa,25-168,1999,16.3,738,827,89.2,11638,3651,381,408,93.4,313,341,91.8,31,57,54.4,0,0.9,0.7,-0.9,10,82,8,0,74,Matches
274,Michael Kayode,it ITA,DF,Brentford,20-304,2004,3.2,95,129,73.6,1690,587,42,50,84.0,46,61,75.4,7,16,43.8,1,1.0,0.5,0.0,4,5,1,1,5,Matches
275,Michael Keane,eng ENG,DF,Everton,32-119,1993,9.5,258,316,81.6,5895,1868,77,87,88.5,121,134,90.3,58,77,75.3,0,0.1,0.0,-0.1,2,17,0,0,12,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
276,Caoimhín Kelleher,ie IRL,GK,Liverpool,26-168,1998,10.0,289,382,75.7,6252,3968,99,99,100.0,147,147,100.0,43,135,31.9,0,0.0,0.0,0.0,0,6,0,0,0,Matches
277,Lloyd Kelly,eng ENG,DF,Newcastle Utd,26-216,1998,3.4,146,181,80.7,2636,867,57,65,87.7,78,87,89.7,10,24,41.7,1,0.5,0.1,+0.5,2,6,1,1,9,Matches
278,Milos Kerkez,hu HUN,DF,Bournemouth,21-184,2003,34.2,1215,1615,75.2,18976,6370,665,744,89.4,443,572,77.4,76,203,37.4,5,3.7,2.4,+1.3,32,80,36,23,144,Matches
279,Bilal El Khannouss,ma MAR,MF,Leicester City,21-000,2004,22.3,735,978,75.2,13072,3695,346,402,86.1,286,355,80.6,86,151,57.0,3,4.1,2.8,-1.1,36,83,28,6,119,Matches
280,Abdukodir Khusanov,uz UZB,DF,Manchester City,21-070,2004,5.6,360,395,91.1,6126,1976,160,169,94.7,191,197,97.0,6,23,26.1,0,0.1,0.1,-0.1,2,23,0,0,25,Matches
281,Max Kilman,eng ENG,DF,West Ham,27-352,1997,34.2,1548,1788,86.6,29962,10020,492,536,91.8,905,976,92.7,142,245,58.0,1,1.2,1.2,-0.2,16,102,4,0,107,Matches
282,Joshua King,eng ENG,"MF,FW",Fulham,18-127,2007,0.9,32,37,86.5,477,92,18,20,90.0,13,15,86.7,0,1,0.0,0,0.4,0.7,-0.4,3,2,1,0,4,Matches
283,Antonín Kinský,cz CZE,GK,Tottenham,22-058,2003,4.0,116,145,80.0,2699,1686,17,17,100.0,73,76,96.1,23,48,47.9,0,0.1,0.0,-0.1,1,2,0,0,1,Matches
284,Jakub Kiwior,pl POL,DF,Arsenal,25-084,2000,9.5,532,585,90.9,9250,2705,212,224,94.6,292,307,95.1,23,43,53.5,0,0.3,0.2,-0.3,3,47,3,0,36,Matches
285,Justin Kluivert,nl NED,"MF,FW",Bournemouth,26-005,1999,24.0,533,717,74.3,8212,2208,290,347,83.6,178,232,76.7,43,81,53.1,6,4.8,3.5,+1.2,45,41,32,6,95,Matches
286,Ibrahima Konaté,fr FRA,DF,Liverpool,25-350,1999,25.8,1581,1751,90.3,29259,10055,547,584,93.7,937,985,95.1,88,158,55.7,2,1.0,0.9,+1.0,10,125,8,0,103,Matches
287,Ezri Konsa,eng ENG,DF,Aston Villa,27-199,1997,29.6,1425,1535,92.8,23907,7947,621,644,96.4,733,766,95.7,55,84,65.5,0,0.4,0.5,-0.4,5,95,1,0,77,Matches
288,Mateo Kovačić,hr CRO,MF,Manchester City,31-004,1994,22.8,1604,1733,92.6,24956,6497,857,901,95.1,665,695,95.7,63,98,64.3,1,3.6,3.0,-2.6,29,189,28,0,149,Matches
289,Caleb Kporha,eng ENG,DF,Crystal Palace,18-299,2006,0.1,5,7,71.4,72,21,4,4,100.0,0,2,0.0,1,1,100.0,0,0.0,0.0,0.0,0,0,1,1,0,Matches
290,Emil Krafth,se SWE,DF,Newcastle Utd,30-281,1994,3.2,104,130,80.0,1661,734,49,60,81.7,46,53,86.8,5,10,50.0,0,0.1,0.0,-0.1,1,6,0,0,7,Matches
291,Mohammed Kudus,gh GHA,"FW,MF",West Ham,24-281,2000,26.9,659,789,83.5,10770,1719,351,389,90.2,238,267,89.1,53,78,67.9,2,2.5,2.6,-0.5,29,44,27,13,76,Matches
292,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,25-015,2000,26.3,656,891,73.6,9184,2903,393,456,86.2,202,259,78.0,32,79,40.5,4,6.2,3.9,-2.2,65,62,52,6,123,Matches
293,Maxence Lacroix,fr FRA,DF,Crystal Palace,25-034,2000,31.6,1125,1380,81.5,23175,9099,294,345,85.2,698,770,90.6,127,234,54.3,1,0.8,0.9,+0.2,6,67,3,1,61,Matches
294,Adam Lallana,eng ENG,MF,Southampton,37-000,1988,4.0,221,260,85.0,2891,980,147,165,89.1,61,67,91.0,4,9,44.4,2,0.9,0.5,+1.1,4,21,9,3,24,Matches
295,Tariq Lamptey,gh GHA,DF,Brighton,24-222,2000,8.9,318,390,81.5,4930,1230,172,185,93.0,125,157,79.6,18,37,48.6,2,0.8,0.7,+1.2,5,11,5,4,12,Matches
296,Will Lankshear,eng ENG,"FW,MF",Tottenham,20-020,2005,0.1,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
297,Roméo Lavia,be BEL,MF,Chelsea,21-124,2004,7.6,325,356,91.3,5492,1477,147,162,90.7,155,163,95.1,18,22,81.8,1,0.7,0.3,+0.3,7,42,3,0,24,Matches
298,Mario Lemina,ga GAB,"MF,DF",Wolves,31-251,1993,15.2,493,613,80.4,9479,2966,176,207,85.0,249,284,87.7,58,95,61.1,3,1.1,1.2,+1.9,10,43,13,4,48,Matches
299,Bernd Leno,de GER,GK,Fulham,33-067,1992,35.0,1060,1301,81.5,25878,15530,210,211,99.5,629,636,98.9,209,440,47.5,1,0.1,0.1,+0.9,2,16,2,0,0,Matches
300,Jefferson Lerma,co COL,"MF,DF",Crystal Palace,30-197,1994,22.6,777,1030,75.4,13661,4694,364,420,86.7,318,392,81.1,77,165,46.7,1,1.5,1.6,-0.5,9,83,17,2,86,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
301,Rico Lewis,eng ENG,"DF,MF",Manchester City,20-170,2004,20.2,1143,1242,92.0,16487,3126,681,718,94.8,420,446,94.2,28,41,68.3,2,0.3,1.0,+1.7,7,92,14,0,104,Matches
302,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,24-077,2001,31.5,900,1164,77.3,14851,4447,485,541,89.6,309,389,79.4,79,162,48.8,3,3.0,4.6,0.0,23,61,41,14,90,Matches
303,Myles Lewis-Skelly,eng ENG,DF,Arsenal,18-226,2006,13.0,604,666,90.7,8962,1983,340,355,95.8,242,268,90.3,13,20,65.0,0,0.4,0.4,-0.4,7,55,8,1,62,Matches
304,Matthijs de Ligt,nl NED,DF,Manchester Utd,25-271,1999,23.6,1241,1380,89.9,21810,5955,454,482,94.2,728,771,94.4,53,108,49.1,0,0.3,0.3,-0.3,6,63,2,1,55,Matches
305,Pedro Lima,br BRA,DF,Wolves,18-313,2006,0.8,28,38,73.7,457,188,14,17,82.4,11,14,78.6,3,5,60.0,0,0.1,0.1,-0.1,2,2,3,2,4,Matches
306,Victor Lindelöf,se SWE,DF,Manchester Utd,30-297,1994,5.4,205,220,93.2,3326,881,84,91,92.3,111,115,96.5,6,9,66.7,0,0.1,0.1,-0.1,3,7,2,1,10,Matches
307,Jesper Lindstrøm,dk DEN,FW,Everton,25-070,2000,13.8,297,428,69.4,4593,1335,194,225,86.2,65,99,65.7,29,65,44.6,1,2.0,2.0,-1.0,19,18,12,7,25,Matches
308,Valentino Livramento,eng ENG,DF,Newcastle Utd,22-179,2002,28.6,1278,1503,85.0,18914,6131,740,817,90.6,468,542,86.3,45,79,57.0,1,2.3,2.0,-1.3,21,98,24,5,144,Matches
309,Sean Longstaff,eng ENG,MF,Newcastle Utd,27-192,1997,8.9,294,348,84.5,4403,1171,161,185,87.0,111,120,92.5,15,22,68.2,0,0.2,0.2,-0.2,4,26,1,0,40,Matches
310,Saša Lukić,rs SRB,MF,Fulham,28-270,1996,24.1,1027,1171,87.7,17364,4245,486,529,91.9,450,489,92.0,78,111,70.3,2,2.6,1.3,-0.6,23,97,15,6,92,Matches
311,Joe Lumley,eng ENG,GK,Southampton,30-084,1995,3.0,106,151,70.2,2342,1476,42,44,95.5,42,46,91.3,21,59,35.6,0,0.0,0.0,0.0,0,2,0,0,0,Matches
312,Massimo Luongo,au AUS,MF,Ipswich Town,32-227,1992,2.2,43,57,75.4,613,135,27,30,90.0,11,16,68.8,3,7,42.9,0,0.0,0.0,0.0,0,1,0,0,5,Matches
313,Ian Maatsen,nl NED,DF,Aston Villa,23-061,2002,10.6,530,648,81.8,8558,2218,258,292,88.4,237,274,86.5,25,46,54.3,2,2.7,2.3,-0.7,18,20,15,3,40,Matches
314,Alexis Mac Allister,ar ARG,MF,Liverpool,26-137,1998,28.6,1260,1509,83.5,20147,5698,650,721,90.2,489,553,88.4,88,158,55.7,5,4.6,5.6,+0.4,44,121,34,2,174,Matches
315,James Maddison,eng ENG,MF,Tottenham,28-168,1996,20.1,1021,1256,81.3,16664,5028,481,529,90.9,424,492,86.2,75,162,46.3,7,4.2,5.9,+2.8,41,123,32,5,164,Matches
316,Noni Madueke,eng ENG,FW,Chelsea,23-061,2002,20.1,474,611,77.6,6993,1726,288,335,86.0,147,192,76.6,22,39,56.4,3,4.0,2.9,-1.0,30,13,34,8,66,Matches
317,Gabriel Magalhães,br BRA,DF,Arsenal,27-142,1997,26.3,1480,1641,90.2,25788,7938,598,617,96.9,782,830,94.2,83,154,53.9,1,0.9,1.2,+0.1,13,145,8,0,126,Matches
318,Edmond-Paris Maghoma,eng ENG,"MF,FW",Brentford,24-002,2001,1.3,76,84,90.5,1259,343,38,40,95.0,29,31,93.5,6,7,85.7,0,0.1,0.0,-0.1,1,2,0,0,13,Matches
319,Harry Maguire,eng ENG,DF,Manchester Utd,32-066,1993,17.1,833,970,85.9,15479,5213,312,340,91.8,441,487,90.6,68,119,57.1,0,0.3,0.2,-0.3,6,43,3,0,43,Matches
320,Kobbie Mainoo,eng ENG,MF,Manchester Utd,20-021,2005,16.7,663,768,86.3,8794,2160,419,455,92.1,170,194,87.6,29,41,70.7,0,1.6,1.3,-1.6,14,46,9,0,59,Matches
321,Tyrell Malacia,nl NED,DF,Manchester Utd,25-266,1999,1.1,49,55,89.1,642,260,31,33,93.9,13,14,92.9,2,2,100.0,0,0.0,0.0,0.0,1,7,1,0,3,Matches
322,Donyell Malen,nl NED,FW,Aston Villa,26-121,1999,3.3,48,69,69.6,658,124,30,36,83.3,13,18,72.2,3,6,50.0,0,0.1,0.1,-0.1,2,2,1,0,5,Matches
323,Orel Mangala,be BEL,MF,Everton,27-053,1998,14.0,437,490,89.2,6998,1567,219,242,90.5,187,197,94.9,23,30,76.7,0,0.6,0.6,-0.6,8,50,8,1,34,Matches
324,Ryan Manning,ie IRL,"DF,MF",Southampton,28-330,1996,16.2,619,802,77.2,10360,3336,317,344,92.2,233,288,80.9,55,124,44.4,1,3.2,2.8,-2.2,34,33,12,8,35,Matches
325,Solly March,eng ENG,"FW,MF",Brighton,30-294,1994,1.9,60,95,63.2,990,222,35,40,87.5,16,28,57.1,7,18,38.9,0,0.3,0.3,-0.3,3,2,4,4,2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
326,Omar Marmoush,eg EGY,"FW,MF",Manchester City,26-092,1999,11.1,203,260,78.1,2782,722,133,159,83.6,55,69,79.7,7,14,50.0,0,1.7,1.4,-1.7,13,8,24,4,29,Matches
327,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,23-326,2001,22.7,446,628,71.0,6480,1414,283,339,83.5,127,182,69.8,24,49,49.0,4,4.7,4.3,-0.7,37,11,32,13,47,Matches
328,Emiliano Martínez,ar ARG,GK,Aston Villa,32-250,1992,33.0,1018,1287,79.1,26608,16192,180,184,97.8,590,601,98.2,248,495,50.1,0,0.5,0.1,-0.5,2,24,0,0,4,Matches
329,Lisandro Martínez,ar ARG,DF,Manchester Utd,27-112,1998,19.5,1200,1342,89.4,20292,7055,522,554,94.2,601,646,93.0,64,116,55.2,1,1.1,1.3,-0.1,9,91,18,2,117,Matches
330,Pape Matar Sarr,sn SEN,MF,Tottenham,22-238,2002,19.2,856,986,86.8,13113,3030,447,493,90.7,333,370,90.0,44,60,73.3,2,1.6,0.8,+0.4,15,85,11,2,85,Matches
331,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,27-316,1997,28.0,274,422,64.9,3631,931,167,219,76.3,77,124,62.1,7,22,31.8,2,3.1,2.2,-1.1,27,32,15,2,47,Matches
332,Stephy Mavididi,eng ENG,FW,Leicester City,26-344,1998,17.9,460,613,75.0,6191,1429,286,314,91.1,124,184,67.4,18,43,41.9,1,2.6,3.3,-1.6,22,32,26,7,57,Matches
333,Konstantinos Mavropanos,gr GRE,DF,West Ham,27-150,1997,21.6,1013,1180,85.8,19974,6831,322,354,91.0,588,637,92.3,97,166,58.4,0,0.5,0.4,-0.5,5,60,4,1,60,Matches
334,Noussair Mazraoui,ma MAR,DF,Manchester Utd,27-177,1997,29.3,1409,1648,85.5,21053,7518,781,855,91.3,523,587,89.1,63,116,54.3,1,1.3,1.7,-0.3,18,118,18,5,102,Matches
335,Bryan Mbeumo,cm CMR,FW,Brentford,25-276,1999,34.9,809,1214,66.6,12856,3990,445,563,79.0,289,401,72.1,61,165,37.0,6,8.0,8.8,-2.0,66,55,55,16,128,Matches
336,James Mcatee,eng ENG,"MF,FW",Manchester City,22-204,2002,3.4,86,109,78.9,1301,226,47,55,85.5,37,42,88.1,2,6,33.3,0,0.3,0.6,-0.3,2,7,2,0,6,Matches
337,Kasey McAteer,ie IRL,"FW,MF",Leicester City,23-169,2001,6.8,143,200,71.5,1989,473,94,111,84.7,41,56,73.2,5,11,45.5,1,0.6,0.4,+0.4,8,8,6,2,11,Matches
338,Alex McCarthy,eng ENG,GK,Southampton,35-158,1989,5.0,117,156,75.0,2823,1985,41,43,95.3,45,49,91.8,30,61,49.2,0,0.0,0.0,0.0,0,5,0,0,0,Matches
339,John McGinn,sct SCO,"MF,FW",Aston Villa,30-204,1994,22.8,658,798,82.5,11150,2960,313,342,91.5,273,316,86.4,59,100,59.0,4,3.4,2.5,+0.6,29,66,27,7,96,Matches
340,Dwight McNeil,eng ENG,"MF,FW",Everton,25-169,1999,14.0,420,570,73.7,7795,2568,195,225,86.7,148,181,81.8,67,128,52.3,4,3.8,3.9,+0.2,33,38,33,10,63,Matches
341,Scott McTominay,sct SCO,MF,Manchester Utd,28-153,1996,0.2,10,10,100.0,186,99,5,5,100.0,3,3,100.0,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
342,Ben Mee,eng ENG,DF,Brentford,35-231,1989,2.0,93,120,77.5,1751,688,34,38,89.5,51,60,85.0,8,20,40.0,0,0.0,0.0,0.0,0,10,0,0,11,Matches
343,Jayden Meghoma,eng ENG,DF,Brentford,18-316,2006,0.1,3,3,100.0,28,7,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
344,Mikel Merino,es ESP,"MF,FW",Arsenal,28-322,1996,15.8,422,541,78.0,5811,1649,266,306,86.9,122,155,78.7,16,30,53.3,2,1.9,1.2,+0.1,15,34,24,4,62,Matches
345,Shumaira Mheuka,eng ENG,MF,Chelsea,17-202,2007,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
346,Nikola Milenković,rs SRB,DF,Nott'ham Forest,27-210,1997,34.0,748,921,81.2,15092,5564,223,257,86.8,418,477,87.6,93,153,60.8,2,1.0,0.5,+1.0,8,48,2,0,49,Matches
347,Lewis Miley,eng ENG,MF,Newcastle Utd,19-009,2006,2.8,142,162,87.7,2084,349,80,90,88.9,49,51,96.1,7,8,87.5,0,0.0,0.3,0.0,1,10,4,0,14,Matches
348,James Milner,eng ENG,MF,Brighton,39-126,1986,1.9,55,73,75.3,899,347,26,28,92.9,23,30,76.7,4,10,40.0,0,0.2,0.2,-0.2,4,3,1,1,10,Matches
349,Tyrone Mings,eng ENG,DF,Aston Villa,32-058,1993,11.7,581,656,88.6,10405,3319,227,245,92.7,315,334,94.3,34,63,54.0,0,0.2,0.2,-0.2,3,47,5,0,39,Matches
350,Yankuba Minteh,gm GAM,"FW,MF",Brighton,20-292,2004,17.6,297,477,62.3,4794,1656,170,217,78.3,91,147,61.9,29,61,47.5,4,4.7,4.6,-0.7,25,13,29,8,40,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
351,Tyrick Mitchell,eng ENG,DF,Crystal Palace,25-251,1999,32.7,929,1285,72.3,14968,5620,484,573,84.5,367,489,75.1,57,135,42.2,4,5.7,3.6,-1.7,38,46,32,15,64,Matches
352,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,27-355,1997,28.0,701,931,75.3,9130,2069,470,541,86.9,177,251,70.5,22,50,44.0,3,4.4,3.7,-1.4,35,34,32,8,82,Matches
353,Jakub Moder,pl POL,MF,Brighton,26-033,1999,0.1,18,22,81.8,254,82,10,14,71.4,8,8,100.0,0,0,,0,0.2,0.5,-0.2,3,0,1,1,4,Matches
354,Jeremy Monga,,"FW,MF",Leicester City,,,0.6,10,17,58.8,134,35,5,7,71.4,5,5,100.0,0,1,0.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches
355,Mikey Moore,eng ENG,FW,Tottenham,17-272,2007,2.3,52,74,70.3,645,186,31,32,96.9,15,24,62.5,1,6,16.7,1,0.3,0.5,+0.7,3,1,5,1,7,Matches
356,Morato,br BRA,DF,Nott'ham Forest,23-314,2001,9.0,184,248,74.2,3109,1525,78,93,83.9,87,105,82.9,11,29,37.9,0,0.0,0.0,0.0,0,11,0,0,14,Matches
357,Álex Moreno,es ESP,"DF,MF",Nott'ham Forest,31-336,1993,10.6,308,428,72.0,4574,1911,184,210,87.6,95,148,64.2,14,40,35.0,1,1.3,1.1,-0.3,8,25,9,2,34,Matches
358,Sam Morsy,eg EGY,MF,Ipswich Town,33-242,1991,27.6,1103,1280,86.2,17664,4831,575,617,93.2,430,471,91.3,70,122,57.4,1,0.8,1.1,+0.2,18,132,13,2,104,Matches
359,Yerson Mosquera,co COL,DF,Wolves,24-008,2001,4.9,205,240,85.4,3996,1184,66,73,90.4,115,123,93.5,22,35,62.9,0,0.1,0.0,-0.1,2,16,1,1,7,Matches
360,Mason Mount,eng ENG,"MF,FW",Manchester Utd,26-120,1999,4.8,142,177,80.2,1994,444,83,97,85.6,42,52,80.8,6,11,54.5,0,0.2,0.3,-0.2,5,11,4,1,21,Matches
361,Divin Mubama,eng ENG,FW,Manchester City,20-197,2004,0.3,2,3,66.7,44,18,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
362,Mykhailo Mudryk,ua UKR,FW,Chelsea,24-125,2001,1.7,28,42,66.7,431,165,17,24,70.8,10,15,66.7,1,2,50.0,0,1.0,0.5,-1.0,2,2,2,1,5,Matches
363,Marshall Munetsi,zw ZIM,"MF,FW",Wolves,28-322,1996,9.8,125,172,72.7,1520,323,78,98,79.6,36,48,75.0,1,3,33.3,1,1.5,1.0,-0.5,7,4,2,1,8,Matches
364,Rodrigo Muniz,br BRA,FW,Fulham,24-006,2001,10.7,92,142,64.8,1540,528,46,68,67.6,31,45,68.9,11,13,84.6,1,0.7,0.2,+0.3,7,13,3,0,27,Matches
365,Daniel Muñoz,co COL,DF,Crystal Palace,28-349,1996,32.9,1052,1391,75.6,16013,4812,594,695,85.5,394,511,77.1,44,100,44.0,4,4.5,3.2,-0.5,41,53,33,14,89,Matches
366,Arijanet Muric,xk KVX,GK,Ipswich Town,26-184,1998,18.0,454,633,71.7,11705,8247,122,122,100.0,215,221,97.3,115,283,40.6,0,0.0,0.0,0.0,0,14,0,0,1,Matches
367,Murillo,br BRA,DF,Nott'ham Forest,22-310,2002,33.4,1056,1350,78.2,20985,9838,395,439,90.0,490,558,87.8,149,305,48.9,0,1.1,1.1,-1.1,12,124,13,1,103,Matches
