Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
342,Ben Mee,eng ENG,DF,Brentford,35-231,1989,2.0,2,0,0,5,0,0,0,4,2,0,0,0,11,5,5,50.0,Matches
343,Jayden Meghoma,eng ENG,DF,Brentford,18-316,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
344,Mikel Merino,es ESP,"MF,FW",Arsenal,28-322,1996,15.8,2,0,0,36,20,7,12,14,22,0,0,0,78,57,52,52.3,Matches
345,Shumaira Mheuka,eng ENG,MF,Chelsea,17-202,2007,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
346,Nikola Milenković,rs SRB,DF,Nott'ham Forest,27-210,1997,34.0,4,0,0,18,4,1,0,25,26,0,0,0,75,96,37,72.2,Matches
347,Lewis Miley,eng ENG,MF,Newcastle Utd,19-009,2006,2.8,0,0,0,3,1,0,0,2,9,0,0,0,16,5,5,50.0,Matches
348,James Milner,eng ENG,MF,Brighton,39-126,1986,1.9,1,0,0,3,1,0,8,2,2,0,0,0,2,0,1,0.0,Matches
349,Tyrone Mings,eng ENG,DF,Aston Villa,32-058,1993,11.7,1,0,0,3,9,0,1,7,5,0,0,0,33,26,21,55.3,Matches
350,Yankuba Minteh,gm GAM,"FW,MF",Brighton,20-292,2004,17.6,6,0,0,20,10,4,76,11,32,0,0,0,75,16,32,33.3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
351,Tyrick Mitchell,eng ENG,DF,Crystal Palace,25-251,1999,32.7,2,0,0,20,24,2,100,14,54,1,0,0,156,18,21,46.2,Matches
352,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,27-355,1997,28.0,1,0,0,39,23,5,72,13,26,0,0,0,92,24,27,47.1,Matches
353,Jakub Moder,pl POL,MF,Brighton,26-033,1999,0.1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0.0,Matches
354,Jeremy Monga,,"FW,MF",Leicester City,,,0.6,0,0,0,0,1,0,2,0,1,0,0,0,5,0,1,0.0,Matches
355,Mikey Moore,eng ENG,FW,Tottenham,17-272,2007,2.3,0,0,0,3,5,3,14,1,0,0,0,0,8,1,4,20.0,Matches
356,Morato,br BRA,DF,Nott'ham Forest,23-314,2001,9.0,3,0,0,10,2,0,0,10,13,0,0,0,31,5,13,27.8,Matches
357,Álex Moreno,es ESP,"DF,MF",Nott'ham Forest,31-336,1993,10.6,2,0,0,12,6,0,19,15,18,0,0,0,50,3,11,21.4,Matches
358,Sam Morsy,eg EGY,MF,Ipswich Town,33-242,1991,27.6,10,0,0,45,24,0,12,28,36,0,1,1,138,17,23,42.5,Matches
359,Yerson Mosquera,co COL,DF,Wolves,24-008,2001,4.9,2,0,0,6,7,1,2,10,7,0,0,0,24,11,6,64.7,Matches
360,Mason Mount,eng ENG,"MF,FW",Manchester Utd,26-120,1999,4.8,3,0,0,14,7,0,9,3,4,0,0,0,15,4,6,40.0,Matches
361,Divin Mubama,eng ENG,FW,Manchester City,20-197,2004,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
362,Mykhailo Mudryk,ua UKR,FW,Chelsea,24-125,2001,1.7,0,0,0,2,2,1,7,0,2,0,0,0,9,2,4,33.3,Matches
363,Marshall Munetsi,zw ZIM,"MF,FW",Wolves,28-322,1996,9.8,0,0,0,15,10,3,6,6,10,0,0,0,31,24,18,57.1,Matches
364,Rodrigo Muniz,br BRA,FW,Fulham,24-006,2001,10.7,1,0,0,11,31,3,1,5,5,0,0,0,14,67,63,51.5,Matches
365,Daniel Muñoz,co COL,DF,Crystal Palace,28-349,1996,32.9,10,0,0,49,19,13,68,40,74,0,0,0,155,58,75,43.6,Matches
366,Arijanet Muric,xk KVX,GK,Ipswich Town,26-184,1998,18.0,1,0,0,0,4,0,0,0,0,0,0,0,26,11,1,91.7,Matches
367,Murillo,br BRA,DF,Nott'ham Forest,22-310,2002,33.4,5,0,0,25,4,0,12,32,36,0,1,0,134,43,21,67.2,Matches
368,Jacob Murphy,eng ENG,FW,Newcastle Utd,30-075,1995,23.8,3,0,0,11,14,3,110,11,15,1,0,0,92,4,15,21.1,Matches
369,Vitaliy Mykolenko,ua UKR,DF,Everton,25-346,1999,31.2,3,0,0,20,28,3,91,37,33,0,1,0,79,46,36,56.1,Matches
370,Iliman Ndiaye,sn SEN,FW,Everton,25-065,2000,25.0,3,0,0,24,47,5,38,17,25,0,0,0,163,6,19,24.0,Matches
371,Wilfred Ndidi,ng NGA,MF,Leicester City,28-145,1996,23.9,8,0,0,39,17,3,30,26,50,0,0,1,121,55,55,50.0,Matches
372,Kosta Nedeljković,rs SRB,DF,Aston Villa,19-145,2005,1.4,0,0,0,0,1,0,1,0,5,0,0,0,4,0,1,0.0,Matches
373,Reiss Nelson,eng ENG,FW,Arsenal,25-151,1999,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,Matches
374,Reiss Nelson,eng ENG,FW,Fulham,25-151,1999,5.4,1,0,0,6,9,1,23,5,6,0,0,0,29,0,4,0.0,Matches
375,Neto,br BRA,GK,Bournemouth,35-295,1989,2.0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
376,Pedro Neto,pt POR,FW,Chelsea,25-062,2000,22.4,8,0,0,19,29,3,133,9,9,0,0,0,71,10,26,27.8,Matches
377,Eddie Nketiah,eng ENG,"FW,MF",Crystal Palace,25-345,1999,9.9,6,1,1,26,24,4,5,2,6,1,0,0,22,18,32,36.0,Matches
378,Christopher Nkunku,fr FRA,FW,Chelsea,27-177,1997,10.2,2,0,0,16,11,3,4,7,8,0,0,0,29,16,22,42.1,Matches
379,Gustavo Nunes,br BRA,"FW,MF",Brentford,19-171,2005,0.1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,Matches
380,Matheus Nunes,pt POR,"DF,MF",Manchester City,26-256,1998,16.6,4,0,0,28,17,6,39,13,21,0,1,0,60,13,16,44.8,Matches
381,Darwin Núñez,uy URU,FW,Liverpool,25-320,1999,11.7,8,0,0,27,14,11,2,3,16,1,0,0,39,17,30,36.2,Matches
382,Ethan Nwaneri,eng ENG,"FW,MF",Arsenal,18-050,2007,9.1,1,0,0,8,5,6,51,2,7,0,0,0,33,4,7,36.4,Matches
383,Christian Nørgaard,dk DEN,MF,Brentford,31-061,1994,28.3,6,1,0,41,28,1,15,45,45,0,0,0,179,44,29,60.3,Matches
384,Jake O'Brien,ie IRL,DF,Everton,23-360,2001,15.5,5,0,0,13,4,3,18,4,16,0,0,0,51,33,27,55.0,Matches
385,Matt O'Riley,dk DEN,MF,Brighton,24-170,2000,9.4,1,0,0,13,12,1,43,13,9,1,0,1,24,5,7,41.7,Matches
386,Dara O'Shea,ie IRL,DF,Ipswich Town,26-067,1999,31.7,6,0,0,18,22,3,7,31,30,0,0,0,101,103,79,56.6,Matches
387,Chidozie Obi-Martin,dk DEN,FW,Manchester Utd,17-162,2007,1.7,1,0,0,3,1,0,0,0,1,0,0,0,9,1,4,20.0,Matches
388,Wilson Odobert,fr FRA,FW,Tottenham,20-163,2004,7.0,0,0,0,1,3,1,21,3,3,0,0,0,29,3,6,33.3,Matches
389,Chiedozie Ogbene,ie IRL,FW,Ipswich Town,28-009,1997,2.6,0,0,0,2,7,1,4,1,3,0,0,0,6,1,6,14.3,Matches
390,Caleb Okoli,it ITA,DF,Leicester City,23-301,2001,12.5,4,0,0,16,9,0,1,15,14,0,0,0,44,23,21,52.3,Matches
391,Robin Olsen,se SWE,GK,Aston Villa,35-122,1990,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
392,Amadou Onana,be BEL,MF,Aston Villa,23-267,2001,15.3,4,0,0,30,24,0,1,24,24,0,0,0,66,27,18,60.0,Matches
393,André Onana,cm CMR,GK,Manchester Utd,29-038,1996,33.0,0,0,0,0,2,0,0,0,1,0,0,0,33,6,0,100.0,Matches
394,Paul Onuachu,ng NGA,FW,Southampton,30-347,1994,11.4,4,0,0,28,16,9,0,1,2,0,0,0,17,90,56,61.6,Matches
395,Frank Onyeka,ng NGA,MF,Brentford,27-129,1998,0.3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,,Matches
396,Lewis Orford,eng ENG,MF,West Ham,19-081,2006,0.5,0,0,0,0,0,0,1,1,0,0,0,0,7,0,1,0.0,Matches
397,Stefan Ortega,de GER,GK,Manchester City,32-185,1992,12.2,1,0,0,1,2,0,0,0,0,0,1,0,8,2,0,100.0,Matches
398,William Osula,dk DEN,FW,Newcastle Utd,21-279,2003,1.2,0,0,0,2,1,1,1,4,0,0,0,0,2,4,1,80.0,Matches
399,Dango Ouattara,bf BFA,FW,Bournemouth,23-088,2002,22.3,3,0,0,16,19,14,88,11,26,0,0,0,92,45,63,41.7,Matches
400,Nico O’Reilly,eng ENG,DF,Manchester City,20-050,2005,5.7,0,0,0,6,4,1,8,4,4,0,0,0,29,5,7,41.7,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
401,Alex Palmer,eng ENG,GK,Ipswich Town,28-273,1996,11.0,2,0,0,1,2,0,0,0,0,0,0,0,15,4,0,100.0,Matches
402,Cole Palmer,eng ENG,MF,Chelsea,23-004,2002,32.5,6,0,0,13,57,6,134,11,17,1,0,0,100,1,7,12.5,Matches
403,Emerson Palmieri,it ITA,DF,West Ham,30-280,1994,23.4,5,0,0,25,13,0,64,21,31,0,0,0,84,18,20,47.4,Matches
404,Lucas Paquetá,br BRA,"MF,FW",West Ham,27-256,1997,26.0,9,0,0,52,62,6,28,17,37,0,1,0,146,48,57,45.7,Matches
405,Thomas Partey,gh GHA,"MF,DF",Arsenal,31-331,1993,28.1,4,0,0,40,28,1,12,33,49,0,0,0,123,26,22,54.2,Matches
406,Nathan Patterson,sct SCO,DF,Everton,23-206,2001,3.9,1,0,0,6,1,0,14,2,6,0,0,0,12,1,7,12.5,Matches
407,Andreas Pereira,br BRA,MF,Fulham,29-129,1996,20.9,7,0,0,27,23,1,168,8,12,1,0,0,97,12,21,36.4,Matches
408,Ricardo Pereira,pt POR,DF,Leicester City,31-216,1993,3.8,1,0,0,4,6,0,3,2,6,0,0,0,16,4,2,66.7,Matches
409,Kalvin Phillips,eng ENG,MF,Ipswich Town,29-159,1995,13.7,6,1,1,28,20,0,20,19,19,0,0,0,68,7,22,24.1,Matches
410,Jaden Philogene Bidace,eng ENG,"FW,MF",Aston Villa,23-091,2002,3.7,4,1,1,12,8,1,4,3,5,0,0,0,21,0,5,0.0,Matches
411,Jaden Philogene Bidace,eng ENG,"FW,DF",Ipswich Town,23-091,2002,5.3,1,0,0,8,10,1,13,10,7,0,0,0,23,5,3,62.5,Matches
412,Jordan Pickford,eng ENG,GK,Everton,31-064,1994,35.0,7,0,0,0,7,0,0,1,0,0,0,0,31,4,1,80.0,Matches
413,Ethan Pinnock,jm JAM,DF,Brentford,31-346,1993,21.3,2,0,0,8,4,0,9,24,19,0,1,1,50,63,43,59.4,Matches
414,Daniel Podence,pt POR,"MF,FW",Wolves,29-201,1995,0.5,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0.0,Matches
415,Alfie Pond,eng ENG,DF,Wolves,21-070,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
416,Nick Pope,eng ENG,GK,Newcastle Utd,33-021,1992,25.0,2,0,0,2,5,0,0,1,0,0,2,0,21,11,1,91.7,Matches
417,Pedro Porro,es ESP,DF,Tottenham,25-239,1999,27.4,4,0,0,24,30,1,191,34,46,0,0,0,148,11,22,33.3,Matches
418,Jarell Quansah,eng ENG,DF,Liverpool,22-101,2003,4.5,2,0,0,9,1,0,2,6,8,0,1,1,16,6,10,37.5,Matches
419,Hákon Rafn Valdimarsson,is ISL,GK,Brentford,23-209,2001,1.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
420,Aaron Ramsdale,eng ENG,GK,Southampton,26-361,1998,27.0,2,0,0,1,4,0,0,2,0,0,0,0,20,5,0,100.0,Matches
421,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,23-347,2001,16.8,2,0,0,12,25,5,10,7,15,1,0,0,77,6,10,37.5,Matches
422,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,27-191,1997,10.9,2,0,0,8,7,7,27,4,4,0,0,0,24,5,7,41.7,Matches
423,Marcus Rashford,eng ENG,FW,Aston Villa,27-191,1997,4.9,0,0,0,1,3,1,28,1,7,0,0,0,14,1,8,11.1,Matches
424,David Raya,es ESP,GK,Arsenal,29-237,1995,35.0,2,0,0,1,9,0,0,2,0,0,1,0,38,10,0,100.0,Matches
425,Harrison Reed,eng ENG,MF,Fulham,30-103,1995,1.2,2,0,0,6,2,0,6,1,3,0,1,0,10,1,2,33.3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
426,Remy Rees-Dottin,eng ENG,FW,Bournemouth,19-065,2006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
427,Sergio Reguilón,es ESP,DF,Tottenham,28-145,1996,1.4,2,0,0,2,5,0,10,2,3,0,0,0,9,5,2,71.4,Matches
428,Vitor Reis,br BRA,DF,Manchester City,19-118,2006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
429,Chadi Riad,ma MAR,DF,Crystal Palace,21-327,2003,1.0,0,0,0,1,0,0,0,2,2,0,0,0,4,2,4,33.3,Matches
430,Declan Rice,eng ENG,MF,Arsenal,26-116,1999,29.4,7,1,1,20,16,2,157,25,24,0,0,0,143,31,24,56.4,Matches
431,Chris Richards,us USA,DF,Crystal Palace,25-043,2000,18.4,4,1,1,11,4,1,3,15,28,1,0,0,49,38,38,50.0,Matches
432,Richarlison,br BRA,FW,Tottenham,28-000,1997,5.3,2,0,0,6,13,3,7,0,3,0,0,0,10,9,22,29.0,Matches
433,Andrew Robertson,sct SCO,DF,Liverpool,31-060,1994,25.6,3,1,0,11,8,2,136,20,22,0,1,1,91,6,12,33.3,Matches
434,Antonee Robinson,us USA,DF,Fulham,27-275,1997,33.2,8,0,0,31,17,6,165,57,57,0,0,0,148,45,25,64.3,Matches
435,Jay Robinson,eng ENG,"MF,FW",Southampton,18-056,2007,0.4,0,0,0,1,1,0,0,0,1,0,0,0,5,0,1,0.0,Matches
436,Rodri,es ESP,MF,Manchester City,28-322,1996,0.7,0,0,0,1,2,0,0,1,1,0,0,0,7,1,0,100.0,Matches
437,Guido Rodríguez,ar ARG,MF,West Ham,31-028,1994,11.3,5,0,0,15,11,1,4,12,16,0,0,0,46,8,7,53.3,Matches
438,Mads Roerslev,dk DEN,DF,Brentford,25-320,1999,12.2,2,0,0,6,10,0,31,4,8,0,0,0,39,10,14,41.7,Matches
439,Morgan Rogers,eng ENG,"FW,MF",Aston Villa,22-288,2002,31.7,9,0,0,46,48,2,22,5,18,1,0,0,108,11,43,20.4,Matches
440,Cristian Romero,ar ARG,DF,Tottenham,27-013,1998,15.7,3,0,0,14,12,2,3,21,29,0,0,0,90,41,27,60.3,Matches
441,Georginio Rutter,fr FRA,"MF,FW",Brighton,23-020,2002,18.4,2,0,0,34,45,7,9,10,15,0,1,0,66,25,46,35.2,Matches
442,José Sá,pt POR,GK,Wolves,32-113,1993,27.0,2,0,0,4,8,0,0,0,2,0,4,0,31,9,1,90.0,Matches
443,Bukayo Saka,eng ENG,"FW,MF",Arsenal,23-247,2001,17.1,3,0,0,14,38,5,110,3,13,1,0,0,65,8,19,29.6,Matches
444,Mohamed Salah,eg EGY,FW,Liverpool,32-329,1992,34.5,1,0,0,22,36,16,72,7,11,0,0,0,95,9,12,42.9,Matches
445,William Saliba,fr FRA,DF,Arsenal,24-047,2001,32.3,2,1,0,28,17,1,3,21,36,0,1,0,146,58,35,62.4,Matches
446,Robert Sánchez,es ESP,GK,Chelsea,27-173,1997,29.0,5,0,0,2,4,0,0,2,0,0,2,0,41,9,0,100.0,Matches
447,Jadon Sancho,eng ENG,FW,Chelsea,25-046,2000,18.7,2,0,0,6,11,6,23,2,6,2,0,0,97,5,10,33.3,Matches
448,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,27-159,1997,4.1,3,0,0,11,5,0,0,3,11,0,0,0,29,6,9,40.0,Matches
449,Pablo Sarabia,es ESP,"MF,FW",Wolves,32-364,1992,8.0,3,0,0,14,15,5,40,4,8,0,0,0,29,4,12,25.0,Matches
450,Jeremy Sarmiento,ec ECU,MF,Brighton,22-328,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
451,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,27-074,1998,27.6,4,0,0,13,54,11,55,9,10,1,0,0,103,32,46,41.0,Matches
452,Sávio,br BRA,"FW,MF",Manchester City,21-030,2004,19.3,3,0,0,17,27,3,81,6,16,2,0,0,79,1,2,33.3,Matches
453,Oliver Scarles,eng ENG,DF,West Ham,19-149,2005,6.6,1,0,0,4,3,1,13,10,11,0,0,0,33,5,5,50.0,Matches
454,Dane Scarlett,eng ENG,"FW,MF",Tottenham,21-047,2004,0.4,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,100.0,Matches
455,Kevin Schade,de GER,FW,Brentford,23-164,2001,23.0,3,0,0,20,33,13,36,5,23,0,0,0,78,81,65,55.5,Matches
456,Fabian Schär,ch SUI,DF,Newcastle Utd,33-141,1991,29.6,7,1,0,32,12,4,10,41,21,0,0,0,125,46,61,43.0,Matches
457,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,32-138,1992,1.1,0,0,0,1,0,0,4,0,0,0,0,0,6,3,4,42.9,Matches
458,Alex Scott,eng ENG,MF,Bournemouth,21-262,2003,7.9,2,0,0,13,26,0,6,10,13,0,0,0,50,7,7,50.0,Matches
459,Matz Sels,be BEL,GK,Nott'ham Forest,33-073,1992,35.0,4,0,0,1,10,0,0,0,1,0,1,0,11,14,2,87.5,Matches
460,Nélson Semedo,pt POR,DF,Wolves,31-175,1993,29.6,7,0,0,44,28,4,58,23,34,0,1,0,121,27,41,39.7,Matches
461,Antoine Semenyo,gh GHA,FW,Bournemouth,25-123,2000,32.6,9,0,0,66,36,14,52,10,34,1,0,0,150,61,72,45.9,Matches
462,Marcos Senesi,ar ARG,DF,Bournemouth,28-000,1997,11.3,5,0,0,19,7,0,10,11,21,0,0,0,67,23,27,46.0,Matches
463,Ryan Sessegnon,eng ENG,"FW,DF",Fulham,24-357,2000,5.2,1,0,0,16,4,1,13,3,11,0,0,0,25,8,10,44.4,Matches
464,Luke Shaw,eng ENG,DF,Manchester Utd,29-302,1995,2.4,1,0,0,2,0,0,9,2,3,0,0,1,9,3,2,60.0,Matches
465,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,19-305,2005,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,Matches
466,Bernardo Silva,pt POR,"MF,FW",Manchester City,30-273,1994,26.7,7,0,0,26,29,3,54,20,34,0,0,0,93,5,10,33.3,Matches
467,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,25-282,1999,9.4,5,0,0,24,23,8,21,12,13,1,0,0,42,21,27,43.8,Matches
468,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,19-007,2006,0.3,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,,Matches
469,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,19-187,2005,1.1,1,0,0,0,1,0,0,0,0,0,0,0,3,1,3,25.0,Matches
470,Luis Sinisterra,co COL,"FW,MF",Bournemouth,25-327,1999,2.6,0,0,0,4,2,1,7,1,2,0,0,0,17,3,7,30.0,Matches
471,Oliver Skipp,eng ENG,MF,Leicester City,24-236,2000,11.1,8,0,0,19,13,0,5,10,4,0,0,0,40,10,6,62.5,Matches
472,William Smallbone,ie IRL,MF,Southampton,25-078,2000,7.2,1,0,0,11,3,0,34,2,11,0,1,0,23,4,2,66.7,Matches
473,Adam Smith,eng ENG,DF,Bournemouth,34-011,1991,15.7,6,0,0,15,11,0,30,14,10,0,0,0,43,12,13,48.0,Matches
474,Emile Smith Rowe,eng ENG,MF,Fulham,24-286,2000,21.0,2,0,0,18,12,4,13,11,18,0,0,0,69,6,17,26.1,Matches
475,Dominic Solanke,eng ENG,FW,Tottenham,27-238,1997,23.5,0,0,0,36,36,5,4,0,11,0,0,1,37,44,59,42.7,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
476,Carlos Soler,es ESP,"MF,FW",West Ham,28-128,1997,15.1,5,0,0,24,18,0,31,8,11,0,0,0,64,9,11,45.0,Matches
477,Julio Soler,ar ARG,FW,Bournemouth,20-083,2005,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,Matches
478,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,25-252,1999,3.3,1,0,0,6,8,3,8,4,3,0,0,0,25,4,7,36.4,Matches
479,Tomáš Souček,cz CZE,MF,West Ham,30-072,1995,25.9,8,0,0,44,24,4,13,18,19,1,0,0,57,95,68,58.3,Matches
480,Boubakary Soumaré,fr FRA,MF,Leicester City,26-072,1999,21.8,8,0,0,21,21,0,8,24,18,0,0,0,130,20,9,69.0,Matches
481,Djed Spence,eng ENG,DF,Tottenham,24-274,2000,17.8,4,1,1,20,23,2,25,18,30,0,0,1,101,20,13,60.6,Matches
482,Jay Stansfield,eng ENG,MF,Fulham,22-167,2002,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
483,Jason Steele,eng ENG,GK,Brighton,34-265,1990,2.0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,50.0,Matches
484,Jack Stephens,eng ENG,DF,Southampton,31-103,1994,13.4,2,2,0,12,4,1,1,11,19,0,1,0,41,6,8,42.9,Matches
485,Raheem Sterling,eng ENG,"FW,MF",Arsenal,30-153,1994,4.9,1,0,0,12,4,4,14,1,4,0,0,0,14,1,3,25.0,Matches
486,Ross Stewart,sct SCO,FW,Southampton,28-303,1996,3.2,1,0,0,7,5,1,0,0,2,0,0,0,2,8,15,34.8,Matches
487,Jakub Stolarczyk,pl POL,GK,Leicester City,24-142,2000,7.0,1,0,0,0,0,0,0,0,1,0,0,0,8,4,0,100.0,Matches
488,John Stones,eng ENG,"DF,MF",Manchester City,30-347,1994,6.1,1,0,0,2,2,0,0,4,2,0,0,0,22,8,6,57.1,Matches
489,Jørgen Strand Larsen,no NOR,FW,Wolves,25-093,2000,27.4,4,0,0,46,18,14,6,5,6,0,0,0,42,66,96,40.7,Matches
490,Yukinari Sugawara,jp JPN,"DF,MF",Southampton,24-316,2000,16.3,4,0,0,15,9,4,69,10,16,0,2,0,40,5,9,35.7,Matches
491,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,23-084,2002,13.1,2,0,0,19,10,2,25,6,14,0,0,0,52,9,21,30.0,Matches
492,Crysencio Summerville,nl NED,"FW,MF",West Ham,23-192,2001,8.7,2,0,0,9,23,4,21,0,7,0,0,0,38,4,9,30.8,Matches
493,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,29-228,1995,10.9,2,0,0,9,8,8,13,6,9,0,1,0,41,6,11,35.3,Matches
494,Dominik Szoboszlai,hu HUN,MF,Liverpool,24-197,2000,25.3,6,0,0,37,23,4,34,9,20,0,0,0,122,18,22,45.0,Matches
495,Matt Targett,eng ENG,DF,Newcastle Utd,29-234,1995,0.2,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,,Matches
496,James Tarkowski,eng ENG,DF,Everton,32-172,1992,32.5,6,0,0,35,28,2,1,41,40,0,1,0,98,102,33,75.6,Matches
497,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,26-049,1999,18.6,5,0,0,28,23,4,91,5,24,0,0,0,101,25,31,44.6,Matches
498,Charlie Taylor,eng ENG,DF,Southampton,31-234,1993,3.0,1,0,0,2,2,0,9,3,5,0,0,0,7,4,2,66.7,Matches
499,Jack Taylor,ie IRL,MF,Ipswich Town,26-321,1998,8.5,3,0,0,16,4,0,6,9,10,0,0,0,48,7,7,50.0,Matches
500,Mathys Tel,fr FRA,FW,Tottenham,20-013,2005,7.2,1,0,0,8,8,0,29,0,3,0,0,0,29,4,3,57.1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
501,Kenny Tete,nl NED,DF,Fulham,29-213,1995,16.7,4,0,0,28,14,1,29,29,34,0,0,0,65,18,12,60.0,Matches
502,Thiago,br BRA,FW,Brentford,23-318,2001,1.6,0,0,0,3,3,1,1,2,2,0,0,0,10,6,4,60.0,Matches
503,Luke Thomas,eng ENG,DF,Leicester City,23-334,2001,9.7,1,0,0,6,6,0,23,18,20,0,1,0,36,11,11,50.0,Matches
504,Youri Tielemans,be BEL,MF,Aston Villa,28-003,1997,33.3,4,0,0,41,56,0,118,22,57,0,0,0,145,22,18,55.0,Matches
505,Kieran Tierney,sct SCO,"DF,FW",Arsenal,27-339,1997,2.0,0,0,0,0,2,2,10,2,4,0,0,0,3,3,5,37.5,Matches
506,Jurriën Timber,nl NED,DF,Arsenal,23-327,2001,26.9,7,0,0,31,29,6,28,22,38,0,0,0,94,22,20,52.4,Matches
507,Jean-Clair Todibo,fr FRA,DF,West Ham,25-131,1999,17.4,2,0,0,11,5,0,3,21,24,0,0,0,65,23,24,48.9,Matches
508,Harry Toffolo,eng ENG,DF,Nott'ham Forest,29-264,1995,1.5,1,0,0,1,0,0,4,2,3,0,0,0,2,1,0,100.0,Matches
509,Takehiro Tomiyasu,jp JPN,DF,Arsenal,26-186,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
510,Sandro Tonali,it ITA,MF,Newcastle Utd,25-002,2000,26.2,5,0,0,36,44,2,31,33,30,1,0,0,163,12,11,52.2,Matches
511,Pau Torres,es ESP,DF,Aston Villa,28-114,1997,20.2,1,0,0,8,7,0,1,9,14,0,0,0,54,16,26,38.1,Matches
512,Conor Townsend,eng ENG,DF,Ipswich Town,32-067,1993,3.7,1,0,0,2,4,0,12,4,8,0,0,0,8,6,4,60.0,Matches
513,Adama Traoré,es ESP,"FW,MF",Fulham,29-105,1996,17.7,3,0,0,20,29,1,92,1,12,0,0,0,78,24,26,48.0,Matches
514,Boubacar Traoré,ml MLI,MF,Wolves,23-263,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
515,Mark Travers,ie IRL,GK,Bournemouth,25-357,1999,5.0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,100.0,Matches
